Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained,,,,,,,,
D168,Liam,Effects of disturbance on activity and energy budgets of migrating waterbirds in south-central Oklahoma,"Schummer, ML.",2003,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Fulica americana,Rails,No,NA,Recreational,Boating,Physiological,TEB,Yes,Negative,NA,Energy expenditure by coots was greater during periods of boat-fishing disturbance. Energetic effects during periods of disturbance were reduced by increased feeding and preening during undisturbed periods resulting in nearly identical mean energy budgets between undisturbed and disturbed periods. However periods of high recreational use resulted in more intense disturbances which increased energy expenditure 9.4% above the estimated 111.40 kcal/day required for normal activities.,NA,Yes,,,,,,,,
D169,Liam,Land Cover Switching in Autumn by Female Mallards in Ohio,"Shirkey, BT.",2020,Journal of Wildlife Management,Migration,Regional,USA,North America,single-species,Anas platyrhyncos,Duck,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,NA,NA,"Examined land cover switching of GPS-GSM-tagged female Mallards in Autumn in Ohio. Fixes designated as diurnal/nocturnal based on legal hunting hours. Looked at within-day, day-night, within-night and night-day movements. Designated all fixes a lnadcover type including open/closed to hunting and categorised food availability and hunting disturbance as low/mid.high. Built a landcover switching model - binary - switch/not. Most observations in marshes (69%) - switched cover types 18% of the time. Lower probability of switching cover types within day/night. During the second half of the hunting season - relocation distances were greatest for observations starting in flooded agriculture/open water publich (high hunting pressure). Switched cover types least during the non-hunted season and most during the second half of the hunting season. Did not return to normal movements after the 12 day hunting period. Cover type switching most frequent between day and night - suggests they are foraging on resource rich but intensively hunted locations nocturnally to avoid disturbance.",Hunting disturbance is influencing habitat selection - not clear if there is a negative/neutral/positive effect.,Yes,,,,,,,,
D170,Liam,Is it worthwhile scaring geese to alleviate damage to crops? - An experimental study,"Simonsen, CE.",2016,Journal of Applied Ecology,Migration,Regional,Norway,Europe,single-species,Anser brachyrhynchus,Geese,No,NA,Scaring,Non-lethal disturbance,Behavioural,FID,NA,Neutral,NA,"Experimentally scared staging pink-footed geese at different intensities - 2, 5, 7 or 10 times per day and assessed impacts on behaviour and local abundance. Fleeing response distance and flock size did not show any response to the intentional scaring treatments. Also no evidence of habituation - geese allowing closer approach throughout the course of the study.",NA,Yes,,,,,,,,
D170,Liam,Is it worthwhile scaring geese to alleviate damage to crops? - An experimental study,"Simonsen, CE.",2016,Journal of Applied Ecology,Migration,Regional,Norway,Europe,single-species,Anser brachyrhynchus,Geese,No,NA,Scaring,Non-lethal disturbance,Behavioural,Habitat selection,Yes,Negative,NA,"Site selection of geese measured by cumulative field dropping densities increased at different rates depending on scaring dose. Dose 2 had no effect but doeses 5,7 and 10 showed 74-78% fewer droppings by the end of the study period suggesting a dose-response relationship between field use of flocking geese.",NA,Yes,,,,,,,,
D171,Liam,Effect of Weekly Hunting Frequency on Duck Abundances in Mississippi Wildlife Management Areas,"St James, EA.",2013,Journal of Fish and Wildlife Management,Overwinter,Regional,USA,North America,multi-species,Multiple,Duck,Yes,NA,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Assessed the effect of hunting frequency on duck abundance in the hunted portions of three WMAs in Mississippi. Divided hunted portions into two treatements - 2 days/week and 4 days/week hunting. Abundance of all ducks were not different between weekly hunting treatements. Sanctuary use increased c30% during the first 1.25h after sunlight regardless of the presence/absence of hunting disturbance.,NA,Yes,,,,,,,,
D171,Liam,Effect of Weekly Hunting Frequency on Duck Abundances in Mississippi Wildlife Management Areas,"St James, EA.",2013,Journal of Fish and Wildlife Management,Overwinter,Regional,USA,North America,multi-species,Anas platyrhyncos,Duck,Yes,NA,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Abundance of mallards did not differ between hunting frequencies.,NA,Yes,,,,,,,,
D171,Liam,Effect of Weekly Hunting Frequency on Duck Abundances in Mississippi Wildlife Management Areas,"St James, EA.",2013,Journal of Fish and Wildlife Management,Overwinter,Regional,USA,North America,multi-species,Anas clypeata,Duck,Yes,NA,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Abundance of shovelers did not differ between hunting frequencies,NA,Yes,,,,,,,,
D171,Liam,Effect of Weekly Hunting Frequency on Duck Abundances in Mississippi Wildlife Management Areas,"St James, EA.",2013,Journal of Fish and Wildlife Management,Overwinter,Regional,USA,North America,multi-species,Anas crecca,Duck,Yes,NA,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Abundance of Teal did not differ between hunting frequencies.,NA,Yes,,,,,,,,
D172,Liam,Wetland use by Mallards during spring and fall in the Illinois and central Mississippi river valleys,"Stafford, JD.",2007,Waterbirds,Migration,Regional,USA,North America,single-species,Anas platyrhyncos,Duck,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,"Investigated the influence of land use, including hunting disturbance, on local abundance of Mallards in the Illinois and Central Mississippi river valleys using aerial survey images. Hunting disturbance categorised based on the proportion of sites designated as refuge where other hunting and other disturbance sources were prohibited - split into quartiles - 0-25% etc. Abundance calculated as total use days. Mallard use was positively related to the proportion of refuge area at a site during both spring and fall. Relatively weak evidence that hunting disturbance influencing local abundance of mallards.",Hunting disturbance not measured directly - refuge cover a proxy for disturbance. Refuges are also likely to contain higher quality habitat if managed for wildfowl.,Yes,,,,,,,,
D173,Liam,Historical and Contemporary Characteristics and Waterfowl Use of Illinois River Valley Wetlands,"Stafford, JD.",2010,Wetlands,Migration,Regional,USA,North America,multi-species,Anas platyrhyncos,Duck,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,"Model local abundance of Mallards in the Illinois River Valley in relation to land cover and refuge area using historical aerial survey images. Modelled use from 1950-59 and 2005-2006. Refuge was defined as proportion of a site where any disturbance was prohibited. Historical data was obtained from interviews with biologists and unpublished historical records. For both time periods, mallard use days were positively correlated with refuge area. Weak evidence that hunting disturbance influences local abundance of mallards. For 1950-59  model-avereaged parameter estimate for refuge was positive but the 95% CI overlapped 0 - weak evidence of a refuge effect on abundance.",Hunting disturbance not measured directly - refuge cover a proxy for disturbance. Refuges are also likely to contain higher quality habitat if managed for wildfowl.,Yes,,,,,,,,
D173,Liam,Historical and Contemporary Characteristics and Waterfowl Use of Illinois River Valley Wetlands,"Stafford, JD.",2010,Wetlands,Migration,Regional,USA,North America,multi-species,Aythya spp.,Duck,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,Local abundance of Aythya spp. During 1950-59 the model-avereaged parameter estimate for refuge was positive but the 95% CI overlapped 0 - weak evidence of a refuge effect on abundance.,Not sure if negative/neutral best?,Yes,,,,,,,,
D175,Liam,Effects of hunting pressure and collection method bias on body mass of drake mallards,"Szymanski, ML.",2013,Journal of Wildlife Management,Overwinter,Regional,Multiple,North America,single-species,Anas platyrhyncos,Duck,Yes,NA,Wildfowling,Shooting,Physiological,Body condition,Yes,Negative,NA,"Examined the effect of hunting pressure on the body condition of shot drake Mallards in Manitoba, Minnesota, North Dakota, Saskatchewan and South Dakota. Found that age, hunting pressure (low vs. high pressure jurisdiction), hunting method, season and relative harvest day were all important drivers of body mass. Body mass of birds harvested in low hunting pressure jurisdictions was 4.3% greater for 1CY birds and 2.5% greater for 2+CY birds. Birds harvested using pass or jump shooting had 12.1% greater body mass than those harvested using decoys in low pressure jurisdictions.",Hunting pressure labelled as high/low at the state level based on the number of active waterfowl hunters derived from state surveys.,Yes,,,,,,,,
